cohort,event_semantics,observation_window,horizon,baseline_N,context_N,sample_retained_pct,opportunities_removed,baseline_endpoint_mean,context_endpoint_mean,delta_endpoint_mean,baseline_endpoint_median,context_endpoint_median,delta_endpoint_median,incremental_value_disclosure
ALL_TECHNICAL,CANDIDATE_ONSET,D-3,5,2480,8,0.0032258064516129032,2472,0.03412803154110502,0.05892348881180459,0.024795457270699574,0.011165436235074155,0.06674632980539433,0.05558089357032017,"Context is informative only if lift is not explained by deleting most signals; descriptive, no acceptance threshold"
ALL_TECHNICAL,CANDIDATE_ONSET,D-3,10,2480,8,0.0032258064516129032,2472,0.05758984755834147,0.10038457798663325,0.04279473042829178,0.02288329519450801,0.06498502219602276,0.04210172700151475,"Context is informative only if lift is not explained by deleting most signals; descriptive, no acceptance threshold"
ALL_TECHNICAL,CANDIDATE_ONSET,D-2,5,2480,10,0.004032258064516129,2470,0.03412803154110502,0.11563552169544358,0.08150749015433856,0.011165436235074155,0.13360726072607265,0.1224418244909985,"Context is informative only if lift is not explained by deleting most signals; descriptive, no acceptance threshold"
ALL_TECHNICAL,CANDIDATE_ONSET,D-2,10,2480,10,0.004032258064516129,2470,0.05758984755834147,0.0966670612898514,0.039077213731509935,0.02288329519450801,0.12731014193386847,0.10442684673936047,"Context is informative only if lift is not explained by deleting most signals; descriptive, no acceptance threshold"
ALL_TECHNICAL,CANDIDATE_ONSET,D-1,5,2480,8,0.0032258064516129032,2472,0.03412803154110502,0.034221319346203156,9.328780509813839e-05,0.011165436235074155,0.008883803001450086,-0.0022816332336240697,"Context is informative only if lift is not explained by deleting most signals; descriptive, no acceptance threshold"
ALL_TECHNICAL,CANDIDATE_ONSET,D-1,10,2480,8,0.0032258064516129032,2472,0.05758984755834147,0.06876263197293817,0.011172784414596695,0.02288329519450801,0.048291316526610645,0.025408021332102636,"Context is informative only if lift is not explained by deleting most signals; descriptive, no acceptance threshold"
ALL_TECHNICAL,CANDIDATE_ONSET,D0,5,2480,41,0.01653225806451613,2439,0.03412803154110502,0.000619467254062636,-0.03350856428704238,0.011165436235074155,-0.008230452674897082,-0.019395888909971237,"Context is informative only if lift is not explained by deleting most signals; descriptive, no acceptance threshold"
ALL_TECHNICAL,CANDIDATE_ONSET,D0,10,2480,41,0.01653225806451613,2439,0.05758984755834147,0.014193821510240047,-0.04339602604810142,0.02288329519450801,-0.00796812749003984,-0.03085142268454785,"Context is informative only if lift is not explained by deleting most signals; descriptive, no acceptance threshold"
ALL_TECHNICAL,CONFIRMED_TRANSITION,D-3,5,2480,11,0.004435483870967742,2469,0.03412803154110502,0.0916820245193608,0.05755399297825579,0.011165436235074155,0.09958506224066377,0.08841962600558961,"Context is informative only if lift is not explained by deleting most signals; descriptive, no acceptance threshold"
ALL_TECHNICAL,CONFIRMED_TRANSITION,D-3,10,2480,11,0.004435483870967742,2469,0.05758984755834147,0.10573473460800953,0.04814488704966806,0.02288329519450801,0.03112033195020736,0.00823703675569935,"Context is informative only if lift is not explained by deleting most signals; descriptive, no acceptance threshold"
ALL_TECHNICAL,CONFIRMED_TRANSITION,D-2,5,2480,6,0.0024193548387096775,2474,0.03412803154110502,0.06071372059882918,0.02658568905772416,0.011165436235074155,0.08932038834951461,0.07815495211444046,"Context is informative only if lift is not explained by deleting most signals; descriptive, no acceptance threshold"
